token,lemma_guess,tag,sentence,category
چشمم,چشم,N_SING_COM_PAFF_1,# مولوی # !!! دیر می زدم من ، که یکی ز در درآمد ، که : درآ درآ عراقی ، که تو خاص از آن مایی ، به قمارخانه رفتم ، همه پاکباز دیدم ، چو به صومعه رسیدم ، همه زاهد ریایی ، به طواف کعبه رفتم ، به حرم رهم ندادند ، که برون در چه کردی ، که درون خانه آیی ، به کدام مذهبست این ، به کدام ملتست این ، که کشند عاشقی را ، که تو عاشقم چرایی ، سر برگ گل ندارم ، به چه رو روم به گلشن ، که شنیده‌ام ز گل‌ها ، همه بوی بی‌وفایی ، به امید آن که شاید ، تو به چشم من در‌آیی ، در گلستان چشمم ، ز چه رو همیشه بازست ، که میان سنبلستان ، چرد آهوی ختایی ، مژه‌ها و چشم یارم ، به نظر چنان نماید ، که رقیب در‌نیاید ، به بهانه گدایی ، همه شب نهاده‌ام سر ، چو سگان بر آستنانت ، چه کنم که هست اینها ، گل خیر آشنایی زد و دیده خون فشانم ، ز غمت شب جدایی !!! .,possessive
خوشحالم,خوشحال,V_PRE_ADJC_1,... * در آخر می‌گویم این برنامه در مجموع برنامه جالب و پرتحرک و شادی است و از این که من به عنوان تهیه‌کننده این برنامه معرفی شدم و در حال حاضر هم با تهیه این برنامه در خدمت شنوندگان عزیز هستم ، بسیار خوشحالم و امیدوارم که توانسته باشم رضایت خاطر شنوندگان را جلب کنم .,copular
کارم,کار,N_SING_COM_PAFF_1,بیشتر بازیگران پرمدعا در مورد سختی‌ای که در ایفای نقش می‌کشند ، صحبت می‌کنند ، اما کوین واتلی در خصوص خود و شیوه بازیگری‌اش چنین می‌گوید : « من بازیگری نیستم که در کارم روش خاصی داشته باشم ، فکر می‌کنم شما برای بازیگری باید چشم سومی داشته باشید و به کمک آن عقب بایستید و به نقشی که اجرا می‌کنید ، بی‌طرفانه نگاه کنید » .,possessive
شده‌ام,شده‌ا,V_PA_NAR_POS_1,در این زمینه خیلی بی‌حوصله و تنبل شده‌ام .,verbal
متشکرم,متشکر,V_PRE_ADJC_1,* متشکرم .,copular
می‌توانم,می‌توان,V_AUX_INF_PPRS_1,فقط می‌توانم بگویم که به دریایی رسیدیم که رفتن توی این دریا با خودمان بود ، ولی بیرون آمدنش با خدا ؛ به طوری که من اواسط کار حتی دچار مشکلات روحی و روانی شدم .,verbal
بنویسم,بنویس,V_SUB_POS_1,* بله ، تجربه‌هایی در زمینه فیلمنامه‌نویسی جمعی دارم ، اما ترجیح می‌دهم شخصا بنویسم و از نظر مشورتی همکارهایم بهره ببرم .,verbal
امیدوارم,امیدوار,V_PRE_ADJC_1,امیدوارم موفق باشید .,copular
نظرم,نظر,N_SING_COM_PAFF_1,به نظرم : [ ناگهان خودش را جمع‌و‌جور می‌کند و محکم‌تر از قبل جواب می‌دهد که ] اگه بگیم روزه‌ایم مثل این که داریم چیز ... ویا ... بله ... ریا می‌کنیم ، خانم .,possessive
حاضرم,حاضر,V_PRE_ADJC_1,آقای ابوالفضل جلیلی گفت من حاضرم در تمام مسائل با شما همکاری کنم ؛ چقدر جو خوب و دوستانه و جدی‌ای دارید ؛ این جمع به یک جایی می‌رسد ؛ این جمع به هدفش می‌رسد .,copular
ببینم,ببین,V_SUB_POS_1,چون این سوالی است که خودم نشستم ببینم که راهکاری در برنامه می‌بینیم یا نه .,verbal
نمی‌شدم,نمی‌شد,V_PA_PRG_NEG_1,اینها می‌نشستند با ما صحبت می‌کردند و می‌گفتند اگر این کار را بکنی بهتر است ، و من قانع می‌شدم و بعضی جاها هم قانع نمی‌شدم ، می‌گفتند خیلی خوب ، نکن .,verbal
نمی‌کنم,نمی‌کن,V_PRS_NEG_1,» در‌کل ، اگر بخواهم در اینجا درباره تمام معضلات صحبت کنم ، خیلی حرفها هست که باید گفته شود و فکر نمی‌کنم زیاد با وقتمان جور دربیاید .,verbal
باشم,باش,V_AUX_INF_PSUB_1,... * در آخر می‌گویم این برنامه در مجموع برنامه جالب و پرتحرک و شادی است و از این که من به عنوان تهیه‌کننده این برنامه معرفی شدم و در حال حاضر هم با تهیه این برنامه در خدمت شنوندگان عزیز هستم ، بسیار خوشحالم و امیدوارم که توانسته باشم رضایت خاطر شنوندگان را جلب کنم .,verbal
روزه‌م,روزه‌,V_PRE_NC_1,احمد : ببین من روزه‌م .,verbal
عموم,عمو,QUA_GEN,هیچ کدام از مربیان تربیتی به طور کامل متوجه این نخواهند شد که چه مواردی را برای ساختن فیلم در نظر بگیرند ، و مسلما این سوال وجود دارد که آیا فیلم‌های سینمایی و تلویزیونی می‌توانند جوابگوی نیازهای عموم مردم جامعه باشند .,possessive
عموم,عمو,QUA_GEN,زمانی که تهیه‌کننده فیلم دست به ساخت فیلمی درباره طبقه ثروتمند جامعه می‌زند ، معمولا با مشکلات تصویری روبه‌رو می‌شود و تصویر کم می‌آورد ، نه موقعی که دست به ساخت فیلمی درباره عموم مردم می‌زند .,possessive
امیدوارم,امیدوار,V_PRE_ADJC_1,به‌هرحال ، موسیقی ایرانی با آداب و سنتهای سرزمین ما گره خورده و امیدوارم آهنگسازان این مرز‌و‌بوم بتوانند زبان موسیقی ایرانی را جهانی کنند .,copular
می‌گفتم,می‌گفت,V_PA_PRG_POS_1,می‌گفتم من که هنر خواندم ، همیشه سعی می‌کنم مسائل تاوری را جوری به کار نبرم که معلوم باشد ؛ سعی می‌کنم پشتوانه کارم باشد .,verbal
معتقدم,معتقد,V_PRE_ADJC_1,از‌همین‌رو در اختیار کردن دیدگاه و زاویه دید و پل زدن به زمانه هم به اصالت اختیار در اقتباس معتقدم .,copular
پرخونم,پرخون,V_PRE_ADJC_1,جگر پردرد و دل پرخونم ای دوست !!! .,copular
نداشته‌ام,نداشته‌ا,V_PA_NAR_NEG_1,دیر‌زمانی است که پیشنهاد بازی برای فیلم نداشته‌ام ، ولی تا دلتان بخواهد پیشنهاد بازی در سریال‌های تلویزیونی داشته‌ام .,verbal
کردم,کرد,V_PA_SIM_POS_1,قرار است کار بصری بسازم و چون رسانه تصویر را انتخاب کردم ، باید از آن زبان و تکنیک و از آن ترفندها استفاده کنم تا پیام خودم را بتوانم انتقال بدهم .,verbal
می‌زدم,می‌زد,V_PRS_POS_1,روزهای تعطیل من به ایشان زنگ می‌زدم و می‌گفتم این مشکل را دارم .,verbal
کردم,کرد,V_PA_SIM_POS_1,* همان‌طور‌که عرض کردم ، هر برنامه‌ای زبان خاص خودش را می‌طلبد ، ولی ازآن‌جاکه محتوای اغلب برنامه‌های رادیویی باید بازتاب حرفهای مردم و نیازهای آنان باشد ، زبان رایج در میان مردم ، زبان غالب در برنامه‌های رادیویی است .,verbal
معتقدم,معتقد,V_PRE_ADJC_1,من معتقدم 90 درصد به دلیل ترس سازندگان است .,copular
بدهم,بده,V_SUB_POS_1,... معمولا سعی می‌کنم با توسل به تفسیرهای بصری به شخصیت عمق بدهم .,verbal
کرده‌ام,کرده‌ا,V_PA_NAR_POS_1,* در یکی دو باری که پیش آمده ، همه‌اش را عوض کرده‌ام .,verbal
سرم,سر,N_SING_COM_PAFF_1,همین که سرم پایین بود ، یکی زد تخت سینه‌ام : پسر کجایی !,possessive
بدهم,بده,V_SUB_POS_1,* من کوچکتر از آن هستم که به جوانها پیامی بدهم ، ولی ... !,verbal
عموم,عمو,QUA_GEN,عموم مردم شیفته تماشای خویش‌اند .,possessive
داشته‌ام,داشته‌ا,V_PA_NAR_POS_1,دیر‌زمانی است که پیشنهاد بازی برای فیلم نداشته‌ام ، ولی تا دلتان بخواهد پیشنهاد بازی در سریال‌های تلویزیونی داشته‌ام .,verbal
امیدوارم,امیدوار,V_PRE_ADJC_1,* امیدوارم بتوانیم مسائل مورد توجه مخاطبان را تهیه کنیم و در اختیارشان قرار دهیم .,copular
جاهلم,جاهل,V_PRE_ADJC_1,ندانم که کدام کار جاهلانه کردم که به طبع او نزدیک بود که او را آن خوش آمد و مرا بدان بستود ، تا توبه کنم از آن کار و این غم مرا از آن است که مگر من هنوز جاهلم که ستوده جاهلان ، جاهلان باشند ... و جهد کن تا ستوده خلقان باشی و نگر تا ستوده جاهلان نباشی که ستوده عام ، نکوهیده خاص بود ، چنان‌که در حکایتی شنودم .,copular
بیام,بیا,V_SUB_POS_1,احمد : هنوز دیرم نشده [ به ساعت اشاره می‌کند ، نیم ساعت مانده به زنگ ] ولی تا بیام دست‌و‌رومو بشورم و صبحونه بخورم دیرم شده ، خب !,verbal
شدم,شد,V_PA_SIM_POS_1,اما دیشب برنامه شما را دیدم و منصرف شدم .,verbal
نمی‌توانم,نمی‌توان,V_PRS_NEG_1,من عاشق حرفه خود هستم و نمی‌توانم به این سادگی‌ها از آن بگذرم .,verbal
محبوسم,محبوس,V_PRE_ADJC_1,بی‌ذلت و بی‌گناه محبوسم .,copular
چشمم,چشم,N_SING_COM_PAFF_1,« و چشمم به سیمای مرد افتاد ، و سیمایش رنگ‌پریده و هراسان بود .,possessive
می‌خواهم,می‌خواه,V_PRS_POS_1,می‌خواهم بگویم همیشه تعلقاتی در این زمینه داشته‌ام .,verbal
امیدوارم,امیدوار,V_PRE_ADJC_1,امیدوارم موفق باشید .,copular
ذهنم,ذهن,N_SING_COM_PAFF_1,قبلا بخشی از ذهنم را معضلات اجتماعی به خود مشغول کرده بود و یکی - دو تا طرح داستانی هم نوشته بودم که به مدیر گروه دادم و همین طرحهای داستانی باعث شد که گروه اجتماعی شبکه سه بگوید که این ژانر را مستند کار کن و من هم پذیرفتم و شروع به کار کردیم .,possessive
بودم,بود,V_PA_SIM_POS_1,در مورد این بخش هم بگویم که طراح صحنه خودم بودم .,verbal
می‌نویسم,می‌نویس,V_PRS_POS_1,مثلا دادگاه نوجوانی است که جرمی مرتکب شده و من به عنوان کسی که می‌خواهم تحقیق کنم و گزارش ضبط کنم می‌روم و یک گزارش می‌گیرم و به شکلی که وجود دارد می‌گیرم و می‌نویسم و می‌آورم و در یک جای دیگری استفاده می‌کنم .,verbal
خرابم,خراب,V_PRE_ADJC_1,درین سراچه خاکی که دل خرابم ازو !!! .,copular
سرم,سر,N_SING_COM_PAFF_1,سرم رو بلند کردم ، دیدم آقای گرمسیری یه .,possessive
خواندم,خواند,V_PA_SIM_POS_1,می‌گفتم من که هنر خواندم ، همیشه سعی می‌کنم مسائل تاوری را جوری به کار نبرم که معلوم باشد ؛ سعی می‌کنم پشتوانه کارم باشد .,verbal
داشتم,داشت,V_PA_SIM_POS_1,طی سه سال گذشته با سه فیلم در جشنواره فیلم فجر شرکت داشتم و اصلا هم منتظر جایزه نبودم .,verbal
هستم,هست,V_PRS_POS_1,این را من از دیدگاه یک شنونده می‌گویم ، چون قبل از این که گوینده باشم ، شنونده هستم .,verbal
عموم,عمو,N_SING_GR,در شب‌های پنجشنبه و جمعه هر هفته فیلم‌های سینمایی در همین محل دایر است که ورود برای عموم آزاد می‌باشد .,possessive
دارم,دار,V_PRS_POS_1,* بله ، تجربه‌هایی در زمینه فیلمنامه‌نویسی جمعی دارم ، اما ترجیح می‌دهم شخصا بنویسم و از نظر مشورتی همکارهایم بهره ببرم .,verbal
مشغولم,مشغول,V_PRE_ADJC_1,* [ می‌خندد ] نه ، مشغولم .,copular
بگذرم,بگذر,V_SUB_POS_1,من عاشق حرفه خود هستم و نمی‌توانم به این سادگی‌ها از آن بگذرم .,verbal
داشتم,داشت,V_PA_SIM_POS_1,زمانی که من این بخش را دیدم احساس جالبی داشتم .,verbal
می‌بینم,می‌بین,V_PRS_POS_1,* عقیلی : عرض کنم خدمت شما که ریشه تمام معضلات را در فرهنگ جامعه می‌بینم .,verbal
بیدارم,بیدار,N_SING_COM_PAFF_1,# عروض # !!! ای‌کاش که بیدار نمی‌گردیدم تا روز جزا ، ناگاه خروس سحری بیدارم کرد .,possessive
نظرم,نظر,N_SING_COM_PAFF_1,* با توجه به اطلاعاتی که ما از کل مملکت داریم به نظرم توفیق زیادی داشته ؛ یعنی این که یکی از موفق‌ترین شبکه‌های سازمان در ارتباط با جوانان شبکه سه است .,possessive
می‌گفتم,می‌گفت,V_PA_PRG_POS_1,اما چیزی را همیشه به آنها می‌گفتم .,verbal
بودم,بود,V_PA_SIM_POS_1,قبلا بخشی از ذهنم را معضلات اجتماعی به خود مشغول کرده بود و یکی - دو تا طرح داستانی هم نوشته بودم که به مدیر گروه دادم و همین طرحهای داستانی باعث شد که گروه اجتماعی شبکه سه بگوید که این ژانر را مستند کار کن و من هم پذیرفتم و شروع به کار کردیم .,verbal
بدنم,بدن,N_SING_COM_PAFF_1,# نمونه‌ای از رباعیات وی # مرغ باغ ملکوتم نیم از عالم خاک ، چند روزی قفسی ساخته‌اند از بدنم ، جان که از عالم علویست یقین می‌دانم ، رخت خود باز برآنم که همانجا فگنم ، مانده‌ام سخت عجب کز چه سبب ساخت مرا ، یا چه بودست مراد وی ازین ساختنم ، از کجا آمده‌ام آمدنم بهر چه بود ، به کجا می‌روم * آخر ننمایی وطنم ، * روزها فکر من این است و همه شب سخنم ، که چرا فارغ از احوال دل خویشتنم !!! .,possessive
چشمم,چشم,N_SING_COM_PAFF_1,# مولوی # !!! دیر می زدم من ، که یکی ز در درآمد ، که : درآ درآ عراقی ، که تو خاص از آن مایی ، به قمارخانه رفتم ، همه پاکباز دیدم ، چو به صومعه رسیدم ، همه زاهد ریایی ، به طواف کعبه رفتم ، به حرم رهم ندادند ، که برون در چه کردی ، که درون خانه آیی ، به کدام مذهبست این ، به کدام ملتست این ، که کشند عاشقی را ، که تو عاشقم چرایی ، سر برگ گل ندارم ، به چه رو روم به گلشن ، که شنیده‌ام ز گل‌ها ، همه بوی بی‌وفایی ، به امید آن که شاید ، تو به چشم من در‌آیی ، در گلستان چشمم ، ز چه رو همیشه بازست ، که میان سنبلستان ، چرد آهوی ختایی ، مژه‌ها و چشم یارم ، به نظر چنان نماید ، که رقیب در‌نیاید ، به بهانه گدایی ، همه شب نهاده‌ام سر ، چو سگان بر آستنانت ، چه کنم که هست اینها ، گل خیر آشنایی زد و دیده خون فشانم ، ز غمت شب جدایی !!! .,possessive
پدرم,پدر,N_SING_COM_PAFF_1,نه پسرم نه پدرم واسه این نیست .,possessive
نشستم,نشست,V_PA_SIM_POS_1,چون این سوالی است که خودم نشستم ببینم که راهکاری در برنامه می‌بینیم یا نه .,verbal
می‌روم,می‌رو,V_PRS_POS_1,مثلا دادگاه نوجوانی است که جرمی مرتکب شده و من به عنوان کسی که می‌خواهم تحقیق کنم و گزارش ضبط کنم می‌روم و یک گزارش می‌گیرم و به شکلی که وجود دارد می‌گیرم و می‌نویسم و می‌آورم و در یک جای دیگری استفاده می‌کنم .,verbal
باشم,باش,V_AUX_INF_PSUB_1,* دوست دارم تا پایان عمرم در این حیطه فعال باشم .,verbal
دارم,دار,V_PRS_POS_1,!هنری! # من هر چه دارم ، از تئاتر است .,verbal
کارم,کار,N_SING_COM_PAFF_1,همه کارم ز خودکامی به بد‌نامی کشید آخر .,possessive
مشغولم,مشغول,V_PRE_ADJC_1,* [ می‌خندد ] نه ، مشغولم .,copular
صورتم,صورت,N_SING_COM_PAFF_1,دنگی زد تو صورتم .,possessive
زنم,زن,V_SUB_POS_1,بنوازد این نوا را چه زنم چونای هر دم ، ز نوای شوق او دم که ز جان ما بگردان .,possessive
خستهام,خسته‌ا,V_PRE_ADJC_1,اگر موضوعی ضروری ناگفته باقی مانده ... * خسته‌ام کردید !,copular
زبانم,زبان,N_SING_COM_PAFF_1,نمی‌دانم چرا با دیدن این مکان دائم یک بیت شعر بر زبانم جاری می‌شود : !!! یادم کن تا هستم تو ای نگار آسمانی - با یادت سرمستم تو ای امید زندگانی !!! .,possessive
خسته‌ام,خسته‌ا,V_PRE_ADJC_1,اگر موضوعی ضروری ناگفته باقی مانده ... * خسته‌ام کردید !,copular
چشمم,چشم,N_SING_COM_PAFF_1,« و چشمم به سیمای مرد افتاد ، و سیمایش رنگ‌پریده و هراسان بود .,possessive
دیدم,دید,V_PA_SIM_POS_1,اما دیشب برنامه شما را دیدم و منصرف شدم .,verbal
فکرم,فکر,V_PRE_NC_1,[ مکث ] [ به یکی از خانمها ] ببخشید خانم ، تو فکرم که این یارو رو تحویل کلانتری بدم ؛ شنیدین که چه شلوغ‌بازاری راه انداخت .,possessive
مطمئنم,مطمئن,V_PRE_ADJC_1,دوره جوانی ، سنی است که جوان دچار بحران فکری است و دنبال هویت خودش می‌گردد و در این مقطع است که اگر اطلاعات درست و محیط درستی برای جوان فراهم بشود ، مطمئنم که این جوان ، جوانی است که برای مملکتش فعالیت می‌کند و این مملکت را به سرانجام می‌رساند .,copular
امیدوارم,امیدوار,V_PRE_ADJC_1,امیدوارم که خدا هم توفیق بدهد .,copular
گرفتارم,گرفتار,V_PRE_ADJC_1,بی‌علت و بی‌سبب گرفتارم .,copular
عموم,عمو,N_SING_GR,!فضایی! # نمایشگاه عکسهای فضایی # نمایشگاهی از آثار عکاسان فضانورد در محل موزه هنرهای معاصر سیدنی استرالیا به نمایش عموم در‌آمده است .,possessive
کردم,کرد,V_PA_SIM_POS_1,درحالی‌که اگر اندکی متون اسلامی را مطالعه کنیم ، می‌بینیم که چقدر مسائل معضل‌ساز نهی شده‌اند ) این مساله را من اشاره کردم چون دیده‌ام که بعضی‌ها سریع اینها را به اسلام و مذهب ربط می‌دهند ( .,verbal
نیستم,نیست,V_PRS_NEG_1,من در روند آن دادگاه و سرنوشت آن نوجوان هیچ دخیل نیستم .,verbal
پدرم,پدر,N_SING_COM_PAFF_1,من در کودکی هیچ‌وقت به حد کافی با پدرم نبودم ، چون او بیشتر در دریا بود .,possessive
پسرم,پسر,N_SING_COM_PAFF_1,تو که نبودی پسرم .,possessive
مجبورم,مجبور,V_PRE_ADJC_1,مجبورم .,copular
کارم,کار,N_SING_COM_PAFF_1,واتلی می‌گوید : « من فکر می‌کنم که بیشتر وقتم صرف کارم می‌شود ؛ بنابراین ازدواجم با یک هنرپیشه درست بود ، چون همدیگر را خوب می‌فهمیم و احساسات هم را درک می‌کنیم .,possessive
گفتم,گفت,V_PA_SIM_POS_1,شاید کار به این مشکلی سه برابر حالت قبل که گفتم ، زحمت داشته باشد .,verbal
شده‌ام,شده‌ا,V_PA_NAR_POS_1,من که مجری شده‌ام .,verbal
میدم,مید,V_PRS_POS_1,پدر : احمد بگو ، قول میدم کاری بهت نداشته باشم ، بابا !,verbal
دارم,دار,V_PRS_POS_1,محمود : [ گله‌مند و درعین‌حال کمی طلبکارانه ] دارم خداحافظی می‌کنم ... فکرشو نکن ، هفت ساعت که چیزی نیست .,verbal
امیدوارم,امیدوار,V_PRE_ADJC_1,... * در آخر می‌گویم این برنامه در مجموع برنامه جالب و پرتحرک و شادی است و از این که من به عنوان تهیه‌کننده این برنامه معرفی شدم و در حال حاضر هم با تهیه این برنامه در خدمت شنوندگان عزیز هستم ، بسیار خوشحالم و امیدوارم که توانسته باشم رضایت خاطر شنوندگان را جلب کنم .,copular
می‌افتم,می‌افت,V_PA_PRG_POS_1,از هیچکاک چه به یاد می‌آوریم ، از فورد چه ، از هاوکز ، از علی حاتمی - خدایش رحمت کناد - از سهراب شهید ثالث ، مهرجویی ، بیضایی ، کیمیایی ، تقوایی ، و ... شخصا وقتی به یاد فیلم‌های این بزرگواران می‌افتم ، گویی نام هر کدام کلیدی را در ذهن می‌زند .,verbal
دارم,دار,V_PRS_POS_1,مضاف بر این که حال‌و‌هوای این برنامه و همکاری با محمد‌صالح علا را خیلی دوست دارم .,verbal
نبودم,نبود,V_PA_SIM_NEG_1,طی سه سال گذشته با سه فیلم در جشنواره فیلم فجر شرکت داشتم و اصلا هم منتظر جایزه نبودم .,verbal
نظرم,نظر,N_SING_COM_PAFF_1,* به نظرم سودمند است ، چه به لحاظ آشنا شدن نویسنده با روند اجرای اثر که ممکن است برای نوشته‌های بعدی او مفید باشد ، چه به لحاظ جلوگیری از افسردگی پیش‌رس فیلمنامه‌نویسها !,possessive
سرم,سر,N_SING_COM_PAFF_1,سرم رو بلند کردم ، دیدم آقای گرمسیری یه .,possessive
نظرم,نظر,N_SING_COM_PAFF_1,به نظرم آمد که این سریال سه ایراد عمده دارد : 1 - شخصیت‌پردازی آدمهای اصلی مجموعه که یک‌دست و روان نیست ؛ 2 - شوخی‌های بیش از اندازه این آدمها با هم ) به‌هرحال ما هم در محیطهایی جوانانه سالها کار کرده‌ایم و این جو را می‌شناسیم ، و این محیطها این‌گونه نیست که چند جوان به مجرد با هم بودن ، دائم با یکدیگر شوخی کنند ( .,possessive
شوم,شو,V_SUB_POS_1,فکر کنم برای ترک اعتیاد باید بستری شوم !,verbal
می‌کردم,می‌کرد,V_PA_PRG_POS_1,* من بار اولم بود که در زمینه دستیاری کارگردان کار می‌کردم ، چون کار اصلی من بازیگری است .,verbal
عموم,عمو,N_SING_GR,در شب‌های پنجشنبه و جمعه هر هفته فیلم‌های سینمایی در همین محل دایر است که ورود برای عموم آزاد می‌باشد .,possessive
می‌خواهم,می‌خواه,V_PRS_POS_1,* واقعیت را اگر نگاه کنید ، مثل خود من ، من می‌خواهم بروم و در مورد موضوعی کار کنم .,verbal
بودم,بود,V_PA_SIM_POS_1,* البته در این مورد که شما فرمودید ، خودم یا بچه‌ها می‌آمدند بعضی اوقات بازتاب برنامه را خیلی جاها من دیده بودم که آدمها زنگ می‌زنند .,verbal
امیدوارم,امیدوار,V_PRE_ADJC_1,امیدوارم که جوانان با دیدی بازتر به این جرگه قدم بگذارند .,copular
نشده‌ام,نشده‌ا,V_PA_NAR_NEG_1,* خیر ، هیچ‌وقت از این انتخاب پشیمان نشده‌ام .,verbal
ذهنم,ذهن,N_SING_COM_PAFF_1,قبلا بخشی از ذهنم را معضلات اجتماعی به خود مشغول کرده بود و یکی - دو تا طرح داستانی هم نوشته بودم که به مدیر گروه دادم و همین طرحهای داستانی باعث شد که گروه اجتماعی شبکه سه بگوید که این ژانر را مستند کار کن و من هم پذیرفتم و شروع به کار کردیم .,possessive
معتقدم,معتقد,V_PRE_ADJC_1,من معتقدم که این قضیه استحاله یک مقدار کتابی است و ممکن است در داستانها و رمان‌ها اتفاق بیفتد ، ولی آدم در طول شش ماه نه ، بعید می‌دانم .,copular
معتقدم,معتقد,V_PRE_ADJC_1,معتقدم که کار در سبکهای مختلف و کشف درونیات ، بازیگر را خاکستری می‌کند ؛ نه سفید مطلق و نه سیاه مطلق .,copular
امیدوارم,امیدوار,V_PRE_ADJC_1,امیدوارم که جوانان با دیدی بازتر به این جرگه قدم بگذارند .,copular
دیدم,دید,V_PA_SIM_POS_1,من قاطعانه به شما می‌گویم 99 درصد کسانی که دلار و کوپن و از این چیزها می‌فروشند از دور دستی در یکی از کارهای خلاف جامعه دارند ، و چون برمی‌گردیم به بافت اجتماعی‌مان ، همه اینها باز به آن تربیت برمی‌گردد ، به فرهنگ ؛ یعنی من هر چه را دیدم رسیده به فرهنگ و برای همین گفتم فرهنگ .,verbal
می‌دهم,می‌ده,V_PRS_POS_1,* بله ، تجربه‌هایی در زمینه فیلمنامه‌نویسی جمعی دارم ، اما ترجیح می‌دهم شخصا بنویسم و از نظر مشورتی همکارهایم بهره ببرم .,verbal
فکرم,فکر,V_PRE_NC_1,[ مکث ] [ به یکی از خانمها ] ببخشید خانم ، تو فکرم که این یارو رو تحویل کلانتری بدم ؛ شنیدین که چه شلوغ‌بازاری راه انداخت .,verbal
بخواهم,بخواه,V_SUB_POS_1,» در‌کل ، اگر بخواهم در اینجا درباره تمام معضلات صحبت کنم ، خیلی حرفها هست که باید گفته شود و فکر نمی‌کنم زیاد با وقتمان جور دربیاید .,verbal
بدهم,بده,V_SUB_POS_1,قرار است کار بصری بسازم و چون رسانه تصویر را انتخاب کردم ، باید از آن زبان و تکنیک و از آن ترفندها استفاده کنم تا پیام خودم را بتوانم انتقال بدهم .,verbal
نتونستم,نتونست,V_PA_SIM_NEG_1,احمد [ هق‌هق‌کنان ] روزه‌مو ... نتونستم ... جلو خودمو بگیرم [ .,verbal
کنم,کن,V_SUB_POS_1,و بسیار امیدوارم که بتوانم تا آن زمان نقش مورد علاقه‌ام را در حد و اندازه تجربیاتم بازی کنم .,verbal
شده‌ام,شده‌ا,V_PA_NAR_POS_1,[ می‌خندد ] به گونه‌ای معتاد شده‌ام .,verbal
بروم,برو,V_SUB_POS_1,* واقعیت را اگر نگاه کنید ، مثل خود من ، من می‌خواهم بروم و در مورد موضوعی کار کنم .,verbal
بدم,بد,V_SUB_POS_1,مادر : نزدیک بود یادم بره [ بالاخره گره باز می‌شود ] اینو بابات داد بهت بدم [ ده‌تومانی را به طرفش دراز می‌کند ] گفت : شیرینی روزه گرفتنت .,verbal
می‌کنم,می‌کن,V_PRS_POS_1,( اعتراف می‌کنم که نمی‌شود بدون استعداد ) به معنای داشتن زمینه و ظرفیتهای لازم ( و صرفا با مرور فنون ، فیلمنامه‌نویس موفق یا هر چیز موفق دیگری شد .,verbal
امیدوارم,امیدوار,V_PRE_ADJC_1,امیدوارم خواننده خسته نشود .,copular
بپذیرم,بپذیر,V_SUB_POS_1,اما نتوانستم این پیشنهادها را به علت میزبانی فرزندان عزیزم که ساکن غربت هستند و هر سال مدت کوتاهی به دیدن ما می‌آیند ، بپذیرم .,verbal
حاضرم,حاضر,V_PRE_ADJC_1,یا خانم اکرم محمدی حتی گفت من حاضرم بدون چشمداشت مالی مجری شما بشوم ، یا آقای جهانگیر الماسی .,copular
گذرانده‌ام,گذرانده‌ا,V_PA_NAR_POS_1,شرایط هم اگر نامطلوب باشد ، بر منی که عمرم را در این وادی گذرانده‌ام ، تاثیرگذار نخواهد بود .,verbal
بدهم,بده,V_SUB_POS_1,به‌هرحال توضیحی که باید بدهم این است که کارشناسان خوب اجتماعی حاضر نیستند بیایند در تلویزیون صحبت کنند .,verbal
ساعتم,ساعت,N_SING_COM_PAFF_1,صاحب مغازه : [ درحالی‌که به ساعت اشاره می‌کند ] ساعتم ، هفت و ... ساعت حدود ده دقیقه به زنگ را نشان می‌دهد .,possessive
معتقدم,معتقد,V_PRE_ADJC_1,اما معتقدم اگر سبکی وجود داشته باشد - که در ایران تاکنون چنین نبوده است - بسیار خوب و مفید است ، چرا‌که بازیگر کلیشه نمی‌شود .,copular
داشته‌ام,داشته‌ا,V_PA_NAR_POS_1,این مهم می‌تواند تشویق‌کننده خوبی باشد ، چون گمان می‌برم که همیشه در مقابل حرفه‌ام مساولیت لازم را داشته‌ام .,verbal
می‌دادم,می‌داد,V_PA_PRG_POS_1,البته در اجرا خانم گوهرشادی و آقای ایراندوست کمکم می‌کردند ، ولی طرحها را خودم می‌دادم .,verbal
می‌برم,می‌بر,V_PRS_POS_1,این مهم می‌تواند تشویق‌کننده خوبی باشد ، چون گمان می‌برم که همیشه در مقابل حرفه‌ام مساولیت لازم را داشته‌ام .,verbal
نظرم,نظر,N_SING_COM_PAFF_1,بعد مساله شغل است که به نظرم خیلی روی این قضیه فکر درستی نکرده‌ایم .,possessive
حاضرم,حاضر,V_PRE_ADJC_1,یا خانم اکرم محمدی حتی گفت من حاضرم بدون چشمداشت مالی مجری شما بشوم ، یا آقای جهانگیر الماسی .,copular
گفتم,گفت,V_PA_SIM_POS_1,گفتم همین یکی هم اگر باشد خوب است ؛ اما من سوال شما را درست متوجه نشدم .,verbal
داشته‌ام,داشته‌ا,V_PA_NAR_POS_1,می‌خواهم بگویم همیشه تعلقاتی در این زمینه داشته‌ام .,verbal
بگم,بگ,V_SUB_POS_1,پس امشب می‌تونم بگم قبول باشه .,verbal
کارم,کار,N_SING_COM_PAFF_1,می‌گفتم من که هنر خواندم ، همیشه سعی می‌کنم مسائل تاوری را جوری به کار نبرم که معلوم باشد ؛ سعی می‌کنم پشتوانه کارم باشد .,possessive
